title,start_time,end_time,exercise_title,set_index,set_type,weight_lbs,reps,duration_seconds,date,typeOfExercise,primary_muscle_group
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Incline Push Ups,0,normal,,10.0,,2026-03-14,bodyweight,chest
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Stretching,0,normal,,,180.0,2026-03-12,timed,other
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Jackknife Sit Up,0,normal,,20.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Jackknife Sit Up,0,normal,,12.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Dead Bug,0,normal,,25.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Flutter Kicks,0,normal,,20.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Lying Knee Raise,0,normal,,10.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Sit Up,0,normal,,20.0,,2026-03-12,bodyweight,abdominals
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Mountain Climber,0,normal,,20.0,,2026-03-12,bodyweight,full_body
Evening Workout,2026-03-12 13:05:00,2026-03-12 13:41:00,Sumo Squat (Dumbbell),0,normal,,10.0,,2026-03-12,bodyweight,quadriceps
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Stretching,0,normal,,,600.0,2026-03-10,timed,other
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Bicep Curl (Dumbbell),0,normal,7.0,8.0,,2026-03-10,weighted,biceps
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Triceps Extension (Dumbbell),0,normal,10.0,5.0,,2026-03-10,weighted,triceps
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Shoulder Press (Dumbbell),0,normal,5.0,8.0,,2026-03-10,weighted,shoulders
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Crunch,0,normal,,12.0,,2026-03-10,bodyweight,abdominals
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Bench Dip,0,normal,,8.0,,2026-03-10,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Bench Dip,1,normal,,8.0,,2026-03-10,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Spinning,0,normal,,,390.0,2026-03-10,timed,cardio
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Mountain Climber,0,normal,,8.0,,2026-03-10,bodyweight,full_body
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Plank,0,normal,,,30.0,2026-03-10,timed,abdominals
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Lying Leg Raise,0,normal,,5.0,,2026-03-10,bodyweight,abdominals
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Side Plank,0,normal,,,30.0,2026-03-10,timed,abdominals
"Arms, Shoulders, Back & Chest",2026-03-10 13:31:00,2026-03-10 14:14:00,Side Plank,1,normal,,,30.0,2026-03-10,timed,abdominals
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Stretching,0,normal,,,600.0,2026-02-27,timed,other
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Reverse Curl (Dumbbell),0,normal,5.0,8.0,,2026-02-27,weighted,biceps
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Triceps Extension (Dumbbell),0,normal,5.0,8.0,,2026-02-27,weighted,triceps
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Arnold Press (Dumbbell),0,normal,5.0,8.0,,2026-02-27,weighted,shoulders
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Arnold Press (Dumbbell),1,normal,5.0,8.0,,2026-02-27,weighted,shoulders
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Arnold Press (Dumbbell),2,normal,5.0,8.0,,2026-02-27,weighted,shoulders
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Front Raise (Dumbbell),0,normal,5.0,8.0,,2026-02-27,weighted,shoulders
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Bench Press (Dumbbell),0,normal,5.0,8.0,,2026-02-27,weighted,chest
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Bench Press (Dumbbell),1,normal,5.0,8.0,,2026-02-27,weighted,chest
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Hip Thrust (Barbell),0,normal,5.0,10.0,,2026-02-27,weighted,glutes
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Dumbbell Row,0,normal,5.0,8.0,,2026-02-27,weighted,lats
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Dumbbell Row,1,normal,5.0,8.0,,2026-02-27,weighted,lats
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Chest Supported Incline Row (Dumbbell),0,normal,8.0,5.0,,2026-02-27,weighted,upper_back
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Chest Supported Incline Row (Dumbbell),1,normal,8.0,5.0,,2026-02-27,weighted,upper_back
"Arms, Shoulders, Back & Chest",2026-02-27 13:41:00,2026-02-27 14:16:00,Spinning,0,normal,,,370.0,2026-02-27,timed,cardio
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Stretching,0,normal,,,600.0,2025-12-08,timed,other
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bicep Curl (Dumbbell),0,normal,10.0,8.0,,2025-12-08,weighted,biceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bicep Curl (Dumbbell),1,normal,5.0,16.0,,2025-12-08,weighted,biceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Triceps Extension (Dumbbell),0,normal,10.0,8.0,,2025-12-08,weighted,triceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Triceps Extension (Dumbbell),1,normal,7.0,8.0,,2025-12-08,weighted,triceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Shoulder Press (Dumbbell),0,normal,10.0,8.0,,2025-12-08,weighted,shoulders
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Shoulder Press (Dumbbell),1,normal,5.0,5.0,,2025-12-08,weighted,shoulders
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Shoulder Press (Dumbbell),2,normal,5.0,5.0,,2025-12-08,weighted,shoulders
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bench Press (Dumbbell),0,normal,10.0,8.0,,2025-12-08,weighted,chest
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bench Press (Dumbbell),1,normal,5.0,8.0,,2025-12-08,weighted,chest
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bench Press (Dumbbell),2,normal,5.0,8.0,,2025-12-08,weighted,chest
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bench Dip,0,normal,,6.0,,2025-12-08,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Bench Dip,1,normal,,2.0,,2025-12-08,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2025-12-08 14:10:00,2025-12-08 14:38:00,Spinning,0,normal,,,366.0,2025-12-08,timed,cardio
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Treadmill,0,normal,,,1367.0,2025-11-06,timed,cardio
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Reverse Curl (Dumbbell),0,normal,10.0,8.0,,2025-11-06,weighted,biceps
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Bicep Curl (Dumbbell),0,normal,10.0,8.0,,2025-11-06,weighted,biceps
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Triceps Extension (Dumbbell),0,normal,10.0,8.0,,2025-11-06,weighted,triceps
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Overhead Press (Dumbbell),0,normal,10.0,8.0,,2025-11-06,weighted,shoulders
Overall,2025-11-06 12:23:00,2025-11-06 13:13:00,Shrug (Dumbbell),0,normal,10.0,10.0,,2025-11-06,weighted,traps
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Stretching,0,normal,,,180.0,2025-07-06,timed,other
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Treadmill,0,normal,,,915.0,2025-07-06,timed,cardio
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Bench Dip,0,normal,,8.0,,2025-07-06,bodyweight,triceps
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Chest Fly (Dumbbell),0,normal,5.0,8.0,,2025-07-06,weighted,chest
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Chest Supported Incline Row (Dumbbell),0,normal,10.0,10.0,,2025-07-06,weighted,upper_back
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Lateral Raise (Dumbbell),0,normal,5.0,8.0,,2025-07-06,weighted,shoulders
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Shoulder Press (Dumbbell),0,normal,10.0,8.0,,2025-07-06,weighted,shoulders
Overall,2025-07-06 15:19:00,2025-07-06 15:51:00,Shrug (Dumbbell),0,normal,10.0,10.0,,2025-07-06,weighted,traps
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Stretching,0,normal,,,180.0,2025-05-20,timed,other
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Treadmill,0,normal,,,446.0,2025-05-20,timed,cardio
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Crunch (Stability Ball),0,normal,,8.0,,2025-05-20,bodyweight,other
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Crunch (Stability Ball),1,normal,,8.0,,2025-05-20,bodyweight,other
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Crunch (Stability Ball),2,normal,,8.0,,2025-05-20,bodyweight,other
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Bench Dip,0,normal,,8.0,,2025-05-20,bodyweight,triceps
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Chest Fly (Dumbbell),0,normal,5.0,5.0,,2025-05-20,weighted,chest
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Hip Thrust (Barbell),0,normal,15.0,10.0,,2025-05-20,weighted,glutes
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Lateral Raise (Dumbbell),0,normal,5.0,8.0,,2025-05-20,weighted,shoulders
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Overhead Press (Dumbbell),0,normal,10.0,5.0,,2025-05-20,weighted,shoulders
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Plank,0,normal,,,30.0,2025-05-20,timed,abdominals
Overall,2025-05-20 04:52:00,2025-05-20 05:09:00,Standing Calf Raise (Dumbbell),0,normal,15.0,8.0,,2025-05-20,weighted,calves
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Stretching,0,normal,,,5.0,2025-05-19,timed,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Treadmill,0,normal,,,21.0,2025-05-19,timed,cardio
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),0,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),1,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),2,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),3,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Reverse Curl (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,biceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Hammer Curl (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,biceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Bicep Curl (Dumbbell),0,normal,10.0,4.0,,2025-05-19,weighted,biceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Triceps Extension (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,triceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Decline Crunch,0,normal,,12.0,,2025-05-19,bodyweight,abdominals
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Around The World,0,normal,7.0,10.0,,2025-05-19,weighted,chest
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Arnold Press (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,shoulders
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Bench Dip,0,normal,,8.0,,2025-05-19,bodyweight,triceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Dumbbell Row,0,normal,10.0,8.0,,2025-05-19,weighted,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Dumbbell Row,1,normal,10.0,8.0,,2025-05-19,weighted,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Bulgarian Split Squat (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,quadriceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Bulgarian Split Squat (Dumbbell),1,normal,10.0,8.0,,2025-05-19,weighted,quadriceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Chest Fly (Dumbbell),0,normal,7.0,8.0,,2025-05-19,weighted,chest
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Climbing,0,normal,,,180.0,2025-05-19,timed,cardio
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch,0,normal,,8.0,,2025-05-19,bodyweight,abdominals
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),0,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),1,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),2,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch (Stability Ball),3,normal,,10.0,,2025-05-19,bodyweight,other
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Front Raise (Dumbbell),0,normal,5.0,8.0,,2025-05-19,weighted,shoulders
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Kettlebell Goblet Squat,0,normal,10.0,16.0,,2025-05-19,weighted,quadriceps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Hip Thrust (Barbell),0,normal,15.0,10.0,,2025-05-19,weighted,glutes
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Hip Thrust (Barbell),1,normal,10.0,8.0,,2025-05-19,weighted,glutes
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Lat Pulldown (Cable),0,normal,40.0,8.0,,2025-05-19,weighted,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Lat Pulldown (Cable),1,normal,55.0,7.0,,2025-05-19,weighted,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Lat Pulldown (Cable),2,normal,40.0,8.0,,2025-05-19,weighted,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Lateral Raise (Dumbbell),0,normal,5.0,8.0,,2025-05-19,weighted,shoulders
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Mountain Climber,0,normal,,8.0,,2025-05-19,bodyweight,full_body
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Mountain Climber,1,normal,,8.0,,2025-05-19,bodyweight,full_body
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Overhead Press (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,shoulders
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Plank,0,normal,,,20.0,2025-05-19,timed,abdominals
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Pull Up,0,normal,,10.0,,2025-05-19,bodyweight,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Pull Up,1,normal,,10.0,,2025-05-19,bodyweight,lats
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Kneeling Push Up,0,normal,,7.0,,2025-05-19,bodyweight,chest
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Kneeling Push Up,1,normal,,7.0,,2025-05-19,bodyweight,chest
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Romanian Deadlift (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,hamstrings
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Russian Twist (Bodyweight),0,normal,,8.0,,2025-05-19,bodyweight,abdominals
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Shoulder Press (Dumbbell),0,normal,10.0,8.0,,2025-05-19,weighted,shoulders
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Shrug (Dumbbell),0,normal,10.0,10.0,,2025-05-19,weighted,traps
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Standing Calf Raise (Dumbbell),0,normal,15.0,8.0,,2025-05-19,weighted,calves
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Standing Calf Raise (Dumbbell),1,normal,10.0,5.0,,2025-05-19,weighted,calves
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Crunch,0,normal,,10.0,,2025-05-19,bodyweight,abdominals
Overall,2025-05-19 12:39:00,2025-05-19 13:12:00,Sit Up,0,normal,,10.0,,2025-05-19,bodyweight,abdominals
Overall,2025-03-22 14:30:00,2025-03-22 14:57:00,Treadmill,0,normal,,,1560.0,2025-03-22,timed,cardio
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Stretching,0,normal,,,300.0,2025-02-18,timed,other
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Treadmill,0,normal,,,1587.0,2025-02-18,timed,cardio
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Around The World,0,normal,5.0,5.0,,2025-02-18,weighted,chest
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Bench Dip,0,normal,,10.0,,2025-02-18,bodyweight,triceps
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Bulgarian Split Squat (Dumbbell),0,normal,5.0,8.0,,2025-02-18,weighted,quadriceps
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Bulgarian Split Squat (Dumbbell),1,normal,5.0,8.0,,2025-02-18,weighted,quadriceps
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Chest Fly (Dumbbell),0,normal,5.0,8.0,,2025-02-18,weighted,chest
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Spinning,0,normal,,,300.0,2025-02-18,timed,cardio
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Kettlebell Goblet Squat,0,normal,15.0,10.0,,2025-02-18,weighted,quadriceps
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Hip Thrust (Barbell),0,normal,15.0,16.0,,2025-02-18,weighted,glutes
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Overhead Press (Dumbbell),0,normal,10.0,8.0,,2025-02-18,weighted,shoulders
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Chest Supported Reverse Fly (Dumbbell),0,normal,10.0,15.0,,2025-02-18,weighted,shoulders
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Russian Twist (Bodyweight),0,normal,,8.0,,2025-02-18,bodyweight,abdominals
Overall,2025-02-18 07:18:00,2025-02-18 08:27:00,Crunch,0,normal,,12.0,,2025-02-18,bodyweight,abdominals
Overall,2025-02-11 12:13:00,2025-02-11 12:36:00,Stretching,0,normal,,,180.0,2025-02-11,timed,other
Overall,2025-02-11 12:13:00,2025-02-11 12:36:00,Treadmill,0,normal,,,1200.0,2025-02-11,timed,cardio
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Stretching,0,normal,,,180.0,2025-02-09,timed,other
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Treadmill,0,normal,,,1020.0,2025-02-09,timed,cardio
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Treadmill,1,normal,,,276.0,2025-02-09,timed,cardio
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Crunch (Stability Ball),0,normal,,10.0,,2025-02-09,bodyweight,other
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Hammer Curl (Dumbbell),0,normal,10.0,4.0,,2025-02-09,weighted,biceps
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Spinning,0,normal,,,240.0,2025-02-09,timed,cardio
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Kettlebell Goblet Squat,0,normal,15.0,8.0,,2025-02-09,weighted,quadriceps
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Hip Thrust (Barbell),0,normal,10.0,8.0,,2025-02-09,weighted,glutes
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Hip Thrust (Barbell),1,normal,15.0,8.0,,2025-02-09,weighted,glutes
Overall,2025-02-09 11:19:00,2025-02-09 12:01:00,Bench Dip,0,normal,,8.0,,2025-02-09,bodyweight,triceps
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Stretching,0,normal,,,180.0,2025-02-04,timed,other
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Treadmill,0,normal,,,935.0,2025-02-04,timed,cardio
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Reverse Curl (Dumbbell),0,normal,5.0,8.0,,2025-02-04,weighted,biceps
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Triceps Extension (Dumbbell),0,normal,5.0,8.0,,2025-02-04,weighted,triceps
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Around The World,0,normal,5.0,5.0,,2025-02-04,weighted,chest
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Bench Dip,0,normal,,7.0,,2025-02-04,bodyweight,triceps
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Front Raise (Dumbbell),0,normal,5.0,8.0,,2025-02-04,weighted,shoulders
Overall,2025-02-04 10:56:00,2025-02-04 11:25:00,Overhead Press (Dumbbell),0,normal,5.0,8.0,,2025-02-04,weighted,shoulders
Overall,2025-01-07 10:45:00,2025-01-07 11:12:00,Stretching,0,normal,,,300.0,2025-01-07,timed,other
Overall,2025-01-07 10:45:00,2025-01-07 11:12:00,Treadmill,0,normal,,,1212.0,2025-01-07,timed,cardio
Overall,2025-01-07 10:45:00,2025-01-07 11:12:00,Reverse Curl (Dumbbell),0,normal,10.0,8.0,,2025-01-07,weighted,biceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Stretching,0,normal,,,120.0,2025-01-05,timed,other
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Shrug (Dumbbell),0,normal,10.0,8.0,,2025-01-05,weighted,traps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Bicep Curl (Dumbbell),0,normal,10.0,8.0,,2025-01-05,weighted,biceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Hammer Curl (Dumbbell),0,normal,10.0,4.0,,2025-01-05,weighted,biceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Triceps Extension (Dumbbell),0,normal,10.0,6.0,,2025-01-05,weighted,triceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Arnold Press (Dumbbell),0,normal,10.0,6.0,,2025-01-05,weighted,shoulders
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Bench Dip,0,normal,,5.0,,2025-01-05,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Bench Dip,1,normal,,4.0,,2025-01-05,bodyweight,triceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Hip Thrust (Barbell),0,normal,15.0,8.0,,2025-01-05,weighted,glutes
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Hip Thrust (Barbell),1,normal,20.0,8.0,,2025-01-05,weighted,glutes
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Kettlebell Goblet Squat,0,normal,20.0,8.0,,2025-01-05,weighted,quadriceps
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Treadmill,0,normal,,,1015.0,2025-01-05,timed,cardio
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,High Knee Skips,0,normal,,10.0,,2025-01-05,bodyweight,full_body
"Arms, Shoulders, Back & Chest",2025-01-05 06:07:00,2025-01-05 06:53:00,Cycling,0,normal,,,300.0,2025-01-05,timed,cardio
Evening Workout,2025-01-01 10:21:00,2025-01-01 10:55:00,Stretching,0,normal,,,2070.0,2025-01-01,timed,other
Overall,2024-11-08 05:57:00,2024-11-08 06:15:00,Stretching,0,normal,,,600.0,2024-11-08,timed,other
Overall,2024-11-08 05:57:00,2024-11-08 06:15:00,Treadmill,0,normal,,,721.0,2024-11-08,timed,cardio
Overall,2024-11-08 05:57:00,2024-11-08 06:15:00,Hammer Curl (Dumbbell),0,normal,10.0,8.0,,2024-11-08,weighted,biceps
Overall,2024-11-08 05:57:00,2024-11-08 06:15:00,Bench Dip,0,normal,,8.0,,2024-11-08,bodyweight,triceps
Overall,2024-11-08 05:57:00,2024-11-08 06:15:00,Shoulder Press (Dumbbell),0,normal,10.0,8.0,,2024-11-08,weighted,shoulders
Evening Workout,2024-10-16 11:53:00,2024-10-16 12:04:00,Running,0,normal,,,660.0,2024-10-16,timed,cardio
Overall,2024-08-26 06:16:00,2024-08-26 06:51:00,Stretching,0,normal,,,600.0,2024-08-26,timed,other
Overall,2024-08-26 06:16:00,2024-08-26 06:51:00,Treadmill,0,normal,,,600.0,2024-08-26,timed,cardio
Overall,2024-08-26 06:16:00,2024-08-26 06:51:00,Skullcrusher (Dumbbell),0,normal,10.0,4.0,,2024-08-26,weighted,triceps
Overall,2024-08-26 06:16:00,2024-08-26 06:51:00,Reverse Curl (Dumbbell),0,normal,10.0,8.0,,2024-08-26,weighted,biceps
Overall,2024-08-26 06:16:00,2024-08-26 06:51:00,Hammer Curl (Dumbbell),0,normal,10.0,8.0,,2024-08-26,weighted,biceps
