title,start_time,end_time,exercise_title,set_index,set_type,weight_lbs,reps,duration_seconds,date,typeOfExercise,primary_muscle_group
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Lat Pulldown (Cable),0,normal,55.0,10.0,,2026-05-05,weighted,lats
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Lat Pulldown (Cable),1,normal,55.0,4.0,,2026-05-05,weighted,lats
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Lat Pulldown (Cable),2,normal,40.0,10.0,,2026-05-05,weighted,lats
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Seated Row (Machine),0,normal,55.0,5.0,,2026-05-05,weighted,upper_back
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Seated Row (Machine),1,normal,40.0,10.0,,2026-05-05,weighted,upper_back
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Knee Raise Parallel Bars,0,normal,,10.0,,2026-05-05,bodyweight,abdominals
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Knee Raise Parallel Bars,1,normal,,10.0,,2026-05-05,bodyweight,abdominals
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Knee Raise Parallel Bars,2,normal,,10.0,,2026-05-05,bodyweight,abdominals
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Stretching,0,normal,,,120.0,2026-05-05,timed,other
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Leg Raise Parallel Bars,0,normal,,6.0,,2026-05-05,bodyweight,abdominals
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Leg Press (Machine),0,normal,70.0,10.0,,2026-05-05,weighted,quadriceps
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Leg Press (Machine),1,normal,70.0,10.0,,2026-05-05,weighted,quadriceps
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Leg Press (Machine),2,normal,70.0,10.0,,2026-05-05,weighted,quadriceps
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Calf Press (Machine),0,normal,70.0,10.0,,2026-05-05,weighted,calves
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Calf Press (Machine),1,normal,70.0,10.0,,2026-05-05,weighted,calves
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Squat (Smith Machine),0,normal,,10.0,,2026-05-05,bodyweight,quadriceps
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Squat (Smith Machine),1,normal,,10.0,,2026-05-05,bodyweight,quadriceps
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Face Pull,0,normal,3.4,12.0,,2026-05-05,weighted,shoulders
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Face Pull,1,normal,3.4,12.0,,2026-05-05,weighted,shoulders
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Dead Hang,0,normal,,,17.0,2026-05-05,timed,upper_back
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Dead Hang,1,normal,,,10.0,2026-05-05,timed,upper_back
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Negative Pull Up,0,normal,,3.0,,2026-05-05,bodyweight,lats
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Bench Press (Smith Machine),0,normal,15.0,8.0,,2026-05-05,weighted,chest
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Bench Press (Smith Machine),1,normal,15.0,8.0,,2026-05-05,weighted,chest
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Incline Push Ups,0,normal,,5.0,,2026-05-05,bodyweight,chest
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Incline Push Ups,1,normal,,5.0,,2026-05-05,bodyweight,chest
GYM - Monday/Friday,2026-05-05 13:57:00,2026-05-05 14:32:00,Incline Push Ups,2,normal,,8.0,,2026-05-05,bodyweight,chest
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Standing Calf Raise,0,normal,,12.0,,2026-05-04,bodyweight,calves
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Standing Calf Raise,1,normal,,12.0,,2026-05-04,bodyweight,calves
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Standing Calf Raise,2,normal,,12.0,,2026-05-04,bodyweight,calves
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Seated Palms Up Wrist Curl,0,normal,5.0,10.0,,2026-05-04,weighted,forearms
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Seated Palms Up Wrist Curl,1,normal,5.0,8.0,,2026-05-04,weighted,forearms
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Bicep Curl (Dumbbell),0,normal,5.0,10.0,,2026-05-04,weighted,biceps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Bicep Curl (Dumbbell),1,normal,5.0,10.0,,2026-05-04,weighted,biceps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Bicep Curl (Dumbbell),2,normal,5.0,10.0,,2026-05-04,weighted,biceps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Dumbbell Row,0,normal,10.0,6.0,,2026-05-04,weighted,lats
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Dumbbell Row,1,normal,10.0,6.0,,2026-05-04,weighted,lats
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Pullover (Dumbbell),0,normal,5.0,14.0,,2026-05-04,weighted,lats
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Lateral Raise (Dumbbell),0,normal,5.0,8.0,,2026-05-04,weighted,shoulders
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Lateral Raise (Dumbbell),1,normal,5.0,4.0,,2026-05-04,weighted,shoulders
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Overhead Press (Dumbbell),0,normal,10.0,10.0,,2026-05-04,weighted,shoulders
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Overhead Press (Dumbbell),1,normal,10.0,7.0,,2026-05-04,weighted,shoulders
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Shrug (Dumbbell),0,normal,10.0,10.0,,2026-05-04,weighted,traps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Shrug (Dumbbell),1,normal,10.0,10.0,,2026-05-04,weighted,traps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Shrug (Dumbbell),2,normal,10.0,10.0,,2026-05-04,weighted,traps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Bench Dip,0,normal,,10.0,,2026-05-04,bodyweight,triceps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Bench Dip,1,normal,,6.0,,2026-05-04,bodyweight,triceps
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Dead Bug,0,normal,,8.0,,2026-05-04,bodyweight,abdominals
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Dead Bug,1,normal,,8.0,,2026-05-04,bodyweight,abdominals
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Plank,0,normal,,,19.0,2026-05-04,timed,abdominals
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Cat-Cow,0,normal,,10.0,,2026-05-04,bodyweight,abdominals
Evening workout 🏋️,2026-05-04 18:39:00,2026-05-04 19:30:00,Cat-Cow,1,normal,,10.0,,2026-05-04,bodyweight,abdominals
Evening workout 🏋️,2026-04-27 19:11:00,2026-04-27 20:56:00,Cycling,0,normal,,,6300.0,2026-04-27,timed,cardio
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Squat (Bodyweight),0,normal,,12.0,,2026-04-25,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Squat (Bodyweight),1,normal,,10.0,,2026-04-25,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Squat (Bodyweight),2,normal,,10.0,,2026-04-25,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Incline Push Ups,0,normal,,5.0,,2026-04-25,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Incline Push Ups,1,normal,,5.0,,2026-04-25,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Glute Bridge,0,normal,,10.0,,2026-04-25,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Glute Bridge,1,normal,,10.0,,2026-04-25,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Dead Bug,0,normal,,10.0,,2026-04-25,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Dead Bug,1,normal,,8.0,,2026-04-25,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Plank,0,normal,,,33.0,2026-04-25,timed,abdominals
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Standing Calf Raise,0,normal,,12.0,,2026-04-25,bodyweight,calves
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Standing Calf Raise,1,normal,,12.0,,2026-04-25,bodyweight,calves
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Standing Calf Raise,2,normal,,12.0,,2026-04-25,bodyweight,calves
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Lateral Leg Raises,0,normal,,12.0,,2026-04-25,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Lateral Leg Raises,1,normal,,10.0,,2026-04-25,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Push Up,0,normal,,4.0,,2026-04-25,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Push Up,1,normal,,4.0,,2026-04-25,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-25 00:19:00,2026-04-25 00:40:00,Aerobics,0,normal,,,1200.0,2026-04-25,timed,cardio
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Aerobics,0,normal,,,1800.0,2026-04-23,timed,cardio
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Band Pullaparts,0,normal,,12.0,,2026-04-23,bodyweight,shoulders
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Band Pullaparts,1,normal,,12.0,,2026-04-23,bodyweight,shoulders
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Band Pullaparts,2,normal,,12.0,,2026-04-23,bodyweight,shoulders
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Bent Over Row (Band),0,normal,,12.0,,2026-04-23,bodyweight,upper_back
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Bent Over Row (Band),1,normal,,12.0,,2026-04-23,bodyweight,upper_back
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Bent Over Row (Band),2,normal,,12.0,,2026-04-23,bodyweight,upper_back
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Hammer Curl (Band),0,normal,,10.0,,2026-04-23,bodyweight,biceps
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Hammer Curl (Band),1,normal,,10.0,,2026-04-23,bodyweight,biceps
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Plank,0,normal,,,34.0,2026-04-23,timed,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Dead Bug,0,normal,,5.0,,2026-04-23,bodyweight,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Dead Bug,1,normal,,5.0,,2026-04-23,bodyweight,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Lying Leg Raise,0,normal,,8.0,,2026-04-23,bodyweight,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Lying Leg Raise,1,normal,,8.0,,2026-04-23,bodyweight,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Cat-Cow,0,normal,,8.0,,2026-04-23,bodyweight,abdominals
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-23 23:25:00,2026-04-23 23:59:00,Cat-Cow,1,normal,,8.0,,2026-04-23,bodyweight,abdominals
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Plank,0,normal,,,34.0,2026-04-23,timed,abdominals
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Plank,1,normal,,,32.0,2026-04-23,timed,abdominals
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Lateral Leg Raises,0,normal,,10.0,,2026-04-23,bodyweight,glutes
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Lateral Leg Raises,1,normal,,10.0,,2026-04-23,bodyweight,glutes
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Lying Leg Raise,0,normal,,8.0,,2026-04-23,bodyweight,abdominals
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Lying Leg Raise,1,normal,,8.0,,2026-04-23,bodyweight,abdominals
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Glute Bridge,0,normal,,12.0,,2026-04-23,bodyweight,glutes
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Glute Bridge,1,normal,,12.0,,2026-04-23,bodyweight,glutes
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Aerobics,0,normal,,,1500.0,2026-04-23,timed,cardio
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Standing Calf Raise,0,normal,,12.0,,2026-04-23,bodyweight,calves
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Standing Calf Raise,1,normal,,12.0,,2026-04-23,bodyweight,calves
GYM - Tues | Wed | Thurs,2026-04-23 01:16:00,2026-04-23 01:43:00,Standing Calf Raise,2,normal,,12.0,,2026-04-23,bodyweight,calves
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Lat Pulldown (Cable),0,normal,40.0,10.0,,2026-04-22,weighted,lats
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Lat Pulldown (Cable),1,normal,40.0,10.0,,2026-04-22,weighted,lats
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Lat Pulldown (Cable),2,normal,40.0,10.0,,2026-04-22,weighted,lats
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Seated Cable Row - Bar Grip,0,normal,55.0,10.0,,2026-04-22,weighted,upper_back
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Seated Cable Row - Bar Grip,1,normal,55.0,10.0,,2026-04-22,weighted,upper_back
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Seated Cable Row - Bar Grip,2,normal,55.0,10.0,,2026-04-22,weighted,upper_back
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Bench Press (Smith Machine),0,normal,20.0,5.0,,2026-04-22,weighted,chest
GYM - Tues | Wed | Thurs,2026-04-22 20:57:00,2026-04-22 21:27:00,Bench Press (Smith Machine),1,normal,20.0,5.0,,2026-04-22,weighted,chest
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-21 18:52:00,2026-04-21 19:12:00,Aerobics,0,normal,,,1200.0,2026-04-21,timed,cardio
Home - Tues/Fri | Wed (YOUTUBE Pilates),2026-04-20 22:37:00,2026-04-20 23:17:00,Aerobics,0,normal,,,2400.0,2026-04-20,timed,cardio
Evening workout 🏋️,2026-04-19 20:15:00,2026-04-19 20:50:00,HIIT,0,normal,,,2100.0,2026-04-19,timed,cardio
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Squat (Bodyweight),0,normal,,10.0,,2026-04-19,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Squat (Bodyweight),1,normal,,10.0,,2026-04-19,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Squat (Bodyweight),2,normal,,10.0,,2026-04-19,bodyweight,quadriceps
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Bent Over Row (Band),0,normal,,10.0,,2026-04-19,bodyweight,upper_back
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Bent Over Row (Band),1,normal,,10.0,,2026-04-19,bodyweight,upper_back
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Bent Over Row (Band),2,normal,,10.0,,2026-04-19,bodyweight,upper_back
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Incline Push Ups,0,normal,,8.0,,2026-04-19,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Incline Push Ups,1,normal,,8.0,,2026-04-19,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Incline Push Ups,2,normal,,5.0,,2026-04-19,bodyweight,chest
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Glute Bridge,0,normal,,12.0,,2026-04-19,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Glute Bridge,1,normal,,12.0,,2026-04-19,bodyweight,glutes
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Heel Taps,0,normal,,8.0,,2026-04-19,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Heel Taps,1,normal,,8.0,,2026-04-19,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Dead Bug,0,normal,,5.0,,2026-04-19,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Dead Bug,1,normal,,5.0,,2026-04-19,bodyweight,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Plank,0,normal,,,20.0,2026-04-19,timed,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Plank,1,normal,,,17.0,2026-04-19,timed,abdominals
Home - Mon/Thurs/Sat,2026-04-19 14:23:00,2026-04-19 14:57:00,Stretching,0,normal,,,153.0,2026-04-19,timed,other
Morning workout ☀️,2026-04-18 22:55:00,2026-04-19 00:40:00,HIIT,0,normal,,,6300.0,2026-04-18,timed,cardio
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Lat Pulldown (Machine),0,normal,55.0,10.0,,2026-04-17,weighted,lats
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Lat Pulldown (Machine),1,normal,55.0,8.0,,2026-04-17,weighted,lats
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Lat Pulldown (Machine),2,normal,55.0,8.0,,2026-04-17,weighted,lats
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Seated Row (Machine),0,normal,55.0,8.0,,2026-04-17,weighted,upper_back
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Seated Row (Machine),1,normal,55.0,8.0,,2026-04-17,weighted,upper_back
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Seated Row (Machine),2,normal,55.0,8.0,,2026-04-17,weighted,upper_back
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Dead Hang,0,normal,,,26.0,2026-04-17,timed,upper_back
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Leg Press (Machine),0,normal,70.0,8.0,,2026-04-17,weighted,quadriceps
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Leg Press (Machine),1,normal,70.0,8.0,,2026-04-17,weighted,quadriceps
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Leg Press (Machine),2,normal,80.0,8.0,,2026-04-17,weighted,quadriceps
Home - Mon/Thurs/Sat,2026-04-17 21:30:00,2026-04-17 21:58:00,Leg Press (Machine),3,normal,80.0,8.0,,2026-04-17,weighted,quadriceps
Home - Tues/Fri,2026-04-15 20:47:00,2026-04-15 21:17:00,Aerobics,0,normal,,,1800.0,2026-04-15,timed,cardio
Home - Tues/Fri,2026-04-14 22:35:00,2026-04-15 00:05:00,Aerobics,0,normal,,,5400.0,2026-04-14,timed,cardio
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Ab Scissors,0,normal,,10.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Dead Bug,0,normal,,10.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Dead Bug,1,normal,,10.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Jackknife Sit Up,0,normal,,4.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Plank,0,normal,,,32.0,2026-03-18,timed,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Plank,1,normal,,,37.0,2026-03-18,timed,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Lying Leg Raise,0,normal,,5.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Lying Knee Raise,0,normal,,5.0,,2026-03-18,bodyweight,abdominals
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Band Pullaparts,0,normal,,8.0,,2026-03-18,bodyweight,shoulders
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Band Pullaparts,1,normal,,8.0,,2026-03-18,bodyweight,shoulders
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Bent Over Row (Band),0,normal,,10.0,,2026-03-18,bodyweight,upper_back
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Squat (Bodyweight),0,normal,,10.0,,2026-03-18,bodyweight,quadriceps
Burn that core / room,2026-03-18 00:07:00,2026-03-18 00:18:00,Squat (Bodyweight),1,normal,,10.0,,2026-03-18,bodyweight,quadriceps
Late night workout 🌙,2026-03-14 21:05:00,2026-03-14 23:15:00,Skating,0,normal,,,7800.0,2026-03-14,timed,cardio
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Bent Over Row (Band),0,normal,,10.0,,2026-03-14,bodyweight,upper_back
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Bent Over Row (Band),1,normal,,10.0,,2026-03-14,bodyweight,upper_back
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Jump Rope,0,normal,,,300.0,2026-03-14,timed,cardio
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Jump Rope,1,normal,,,304.0,2026-03-14,timed,cardio
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Jump Rope,2,normal,,,278.0,2026-03-14,timed,cardio
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Jump Rope,3,normal,,,33.0,2026-03-14,timed,cardio
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Band Pullaparts,0,normal,,8.0,,2026-03-14,bodyweight,shoulders
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Band Pullaparts,1,normal,,8.0,,2026-03-14,bodyweight,shoulders
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Deadlift (Band),0,normal,,8.0,,2026-03-14,bodyweight,glutes
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Ab Scissors,0,normal,,10.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 19:13:00,2026-03-14 19:40:00,Ab Scissors,1,normal,,10.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Superman,0,normal,,10.0,,2026-03-14,bodyweight,lower_back
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Flutter Kicks,0,normal,,20.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Dead Bug,0,normal,,25.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Jackknife Sit Up,0,normal,,10.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Sit Up,0,normal,,20.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Plank,0,normal,,,30.0,2026-03-14,timed,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Lying Leg Raise,0,normal,,5.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Glute Kickback on Floor,0,normal,,20.0,,2026-03-14,bodyweight,glutes
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Squat (Bodyweight),0,normal,,15.0,,2026-03-14,bodyweight,quadriceps
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Russian Twist (Bodyweight),0,normal,,5.0,,2026-03-14,bodyweight,abdominals
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Standing Calf Raise,0,normal,,15.0,,2026-03-14,bodyweight,calves
Back - mat,2026-03-14 00:09:00,2026-03-14 00:26:00,Crunch,0,normal,,11.0,,2026-03-14,bodyweight,abdominals
