"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Stretching",,"",0,"normal",,,,600,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",7,8,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,5,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Crunch",,"",0,"normal",,12,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Bench Dip",,"",0,"normal",,8,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Bench Dip",,"",1,"normal",,8,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Spinning",,"",0,"normal",,,,390,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Mountain Climber",,"",0,"normal",,8,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Plank",,"",0,"normal",,,,30,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Lying Leg Raise",,"",0,"normal",,5,,,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Side Plank",,"",0,"normal",,,,30,
"Arms, Shoulders, Back & Chest","Mar 10, 2026, 1:31 PM","Mar 10, 2026, 2:14 PM","","Side Plank",,"",1,"normal",,,,30,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Stretching",,"",0,"normal",,,,600,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Reverse Curl (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Arnold Press (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Arnold Press (Dumbbell)",,"",1,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Arnold Press (Dumbbell)",,"",2,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Front Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Bench Press (Dumbbell)",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Bench Press (Dumbbell)",,"",1,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Hip Thrust (Barbell)",,"",0,"normal",5,10,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Dumbbell Row",,"",0,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Dumbbell Row",,"",1,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",8,5,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",8,5,,,
"Arms, Shoulders, Back & Chest","Feb 27, 2026, 1:41 PM","Feb 27, 2026, 2:16 PM","","Spinning",,"",0,"normal",,,,370,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Stretching",,"",0,"normal",,,,600,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",5,16,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",7,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",5,5,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",5,5,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bench Press (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bench Press (Dumbbell)",,"",1,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bench Press (Dumbbell)",,"",2,"normal",5,8,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bench Dip",,"",0,"normal",,6,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Bench Dip",,"",1,"normal",,2,,,
"Arms, Shoulders, Back & Chest","Dec 8, 2025, 2:10 PM","Dec 8, 2025, 2:38 PM","","Spinning",,"",0,"normal",,,,366,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Treadmill",,"",0,"normal",,,1.05,1367,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Reverse Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Overhead Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Nov 6, 2025, 12:23 PM","Nov 6, 2025, 1:13 PM","","Shrug (Dumbbell)",,"",0,"normal",10,10,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Stretching",,"",0,"normal",,,,180,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Treadmill",,"",0,"normal",,,1,915,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Bench Dip",,"",0,"normal",,8,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Chest Fly (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",10,10,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Jul 6, 2025, 3:19 PM","Jul 6, 2025, 3:51 PM","","Shrug (Dumbbell)",,"",0,"normal",10,10,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Stretching",,"",0,"normal",,,,180,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Treadmill",,"",0,"normal",,,0.43,446,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Crunch (Stability Ball)",,"",0,"normal",,8,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Crunch (Stability Ball)",,"",1,"normal",,8,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Crunch (Stability Ball)",,"",2,"normal",,8,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Bench Dip",,"",0,"normal",,8,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Chest Fly (Dumbbell)",,"",0,"normal",5,5,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Hip Thrust (Barbell)",,"",0,"normal",15,10,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Overhead Press (Dumbbell)",,"",0,"normal",10,5,,,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Plank",,"",0,"normal",,,,30,
"Overall","May 20, 2025, 4:52 AM","May 20, 2025, 5:09 AM","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Stretching",,"",0,"normal",,,,5,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Treadmill",,"",0,"normal",,,0.66,21,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",0,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",1,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",2,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",3,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Reverse Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,4,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Decline Crunch",,"",0,"normal",,12,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Around The World",,"",0,"normal",7,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Arnold Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Bench Dip",,"",0,"normal",,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Dumbbell Row",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Dumbbell Row",,"",1,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Chest Fly (Dumbbell)",,"",0,"normal",7,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Climbing",,"",0,"normal",,,,180,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch",,"",0,"normal",,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",0,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",1,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",2,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch (Stability Ball)",,"",3,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Front Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Kettlebell Goblet Squat",,"",0,"normal",10,16,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Hip Thrust (Barbell)",,"",0,"normal",15,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Hip Thrust (Barbell)",,"",1,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Lat Pulldown (Cable)",,"",0,"normal",40,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Lat Pulldown (Cable)",,"",1,"normal",55,7,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Lat Pulldown (Cable)",,"",2,"normal",40,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Mountain Climber",,"",0,"normal",,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Mountain Climber",,"",1,"normal",,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Overhead Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Plank",,"",0,"normal",,,,20,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Pull Up",,"",0,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Pull Up",,"",1,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Kneeling Push Up",,"",0,"normal",,7,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Kneeling Push Up",,"",1,"normal",,7,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Romanian Deadlift (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Russian Twist (Bodyweight)",,"",0,"normal",,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Shrug (Dumbbell)",,"",0,"normal",10,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,8,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Standing Calf Raise (Dumbbell)",,"",1,"normal",10,5,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Crunch",,"",0,"normal",,10,,,
"Overall","May 19, 2025, 12:39 PM","May 19, 2025, 1:12 PM","","Sit Up",,"",0,"normal",,10,,,
"Overall","Mar 22, 2025, 2:30 PM","Mar 22, 2025, 2:57 PM","","Treadmill",,"",0,"normal",,,1.4,1560,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Stretching",,"",0,"normal",,,,300,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Treadmill",,"",0,"normal",,,1.6,1587,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Around The World",,"",0,"normal",5,5,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Bench Dip",,"",0,"normal",,10,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",5,8,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Chest Fly (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Spinning",,"",0,"normal",,,,300,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Kettlebell Goblet Squat",,"",0,"normal",15,10,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Hip Thrust (Barbell)",,"",0,"normal",15,16,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Overhead Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Chest Supported Reverse Fly (Dumbbell)",,"",0,"normal",10,15,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Russian Twist (Bodyweight)",,"",0,"normal",,8,,,
"Overall","Feb 18, 2025, 7:18 AM","Feb 18, 2025, 8:27 AM","","Crunch",,"",0,"normal",,12,,,
"Overall","Feb 11, 2025, 12:13 PM","Feb 11, 2025, 12:36 PM","","Stretching",,"",0,"normal",,,,180,
"Overall","Feb 11, 2025, 12:13 PM","Feb 11, 2025, 12:36 PM","","Treadmill",,"",0,"normal",,,1.51,1200,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Stretching",,"",0,"normal",,,,180,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Treadmill",,"",0,"normal",,,1.1,1020,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Treadmill",,"",1,"normal",,,0.21,276,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Crunch (Stability Ball)",,"",0,"normal",,10,,,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,4,,,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Spinning",,"",0,"normal",,,,240,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Kettlebell Goblet Squat",,"",0,"normal",15,8,,,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Hip Thrust (Barbell)",,"",0,"normal",10,8,,,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Hip Thrust (Barbell)",,"",1,"normal",15,8,,,
"Overall","Feb 9, 2025, 11:19 AM","Feb 9, 2025, 12:01 PM","","Bench Dip",,"",0,"normal",,8,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Stretching",,"",0,"normal",,,,180,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Treadmill",,"",0,"normal",,,1.01,935,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Reverse Curl (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Triceps Extension (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Around The World",,"",0,"normal",5,5,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Bench Dip",,"",0,"normal",,7,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Front Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Feb 4, 2025, 10:56 AM","Feb 4, 2025, 11:25 AM","","Overhead Press (Dumbbell)",,"",0,"normal",5,8,,,
"Overall","Jan 7, 2025, 10:45 AM","Jan 7, 2025, 11:12 AM","","Stretching",,"",0,"normal",,,,300,
"Overall","Jan 7, 2025, 10:45 AM","Jan 7, 2025, 11:12 AM","","Treadmill",,"",0,"normal",,,1.3,1212,
"Overall","Jan 7, 2025, 10:45 AM","Jan 7, 2025, 11:12 AM","","Reverse Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Stretching",,"",0,"normal",,,,120,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Shrug (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,4,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,6,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Arnold Press (Dumbbell)",,"",0,"normal",10,6,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Bench Dip",,"",0,"normal",,5,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Bench Dip",,"",1,"normal",,4,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Hip Thrust (Barbell)",,"",0,"normal",15,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Hip Thrust (Barbell)",,"",1,"normal",20,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Kettlebell Goblet Squat",,"",0,"normal",20,8,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Treadmill",,"",0,"normal",,,1.01,1015,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","High Knee Skips",,"",0,"normal",,10,,,
"Arms, Shoulders, Back & Chest","Jan 5, 2025, 6:07 AM","Jan 5, 2025, 6:53 AM","","Cycling",,"",0,"normal",,,0.86,300,
"Evening Workout","Jan 1, 2025, 10:21 AM","Jan 1, 2025, 10:55 AM","","Stretching",,"",0,"normal",,,,2070,
"Overall","Nov 8, 2024, 5:57 AM","Nov 8, 2024, 6:15 AM","","Stretching",,"",0,"normal",,,,600,
"Overall","Nov 8, 2024, 5:57 AM","Nov 8, 2024, 6:15 AM","","Treadmill",,"",0,"normal",,,0.7,721,
"Overall","Nov 8, 2024, 5:57 AM","Nov 8, 2024, 6:15 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Nov 8, 2024, 5:57 AM","Nov 8, 2024, 6:15 AM","","Bench Dip",,"",0,"normal",,8,,,
"Overall","Nov 8, 2024, 5:57 AM","Nov 8, 2024, 6:15 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",10,8,,,
"Evening Workout","Oct 16, 2024, 11:53 AM","Oct 16, 2024, 12:04 PM","","Running",,"",0,"normal",,,,660,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Stretching",,"",0,"normal",,,,600,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Treadmill",,"",0,"normal",,,0.7,600,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,4,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Reverse Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Arnold Press (Dumbbell)",,"",0,"normal",10,8,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Bench Dip",,"",0,"normal",,4,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Crunch (Stability Ball)",,"",0,"normal",,10,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Crunch (Stability Ball)",,"",1,"normal",,10,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Crunch (Stability Ball)",,"",2,"normal",,10,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Crunch (Stability Ball)",,"",3,"normal",,10,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Crunch (Stability Ball)",,"",4,"normal",,10,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Spinning",,"",0,"normal",,,,333,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Kettlebell Goblet Squat",,"",0,"normal",10,8,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Hip Thrust (Barbell)",,"",0,"normal",15,8,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Overhead Press (Dumbbell)",,"",0,"normal",10,5,,,
"Overall","Aug 26, 2024, 6:16 AM","Aug 26, 2024, 6:51 AM","","Overhead Press (Dumbbell)",,"",1,"normal",10,5,,,
