"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Knee Raise Parallel Bars",,"",0,"normal",,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Knee Raise Parallel Bars",,"",1,"normal",,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Knee Raise Parallel Bars",,"",2,"normal",,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Stretching",,"",0,"normal",,,,120,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Leg Raise Parallel Bars",,"",0,"normal",,6,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Leg Press (Machine)",,"",0,"normal",70,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Leg Press (Machine)",,"",1,"normal",70,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Leg Press (Machine)",,"",2,"normal",70,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Calf Press (Machine)",,"",0,"normal",70,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Calf Press (Machine)",,"",1,"normal",70,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Squat (Smith Machine)",,"",0,"normal",,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Squat (Smith Machine)",,"",1,"normal",,10,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Face Pull",,"",0,"normal",3.4,12,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Face Pull",,"",1,"normal",3.4,12,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Dead Hang",,"",0,"normal",,,,17,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Dead Hang",,"",1,"normal",,,,10,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Negative Pull Up",,"",0,"normal",,3,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Bench Press (Smith Machine)",,"",0,"normal",15,8,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Bench Press (Smith Machine)",,"",1,"normal",15,8,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Incline Push Ups",,"",0,"normal",,5,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Incline Push Ups",,"",1,"normal",,5,,,
"GYM - Monday/Friday","May 5, 2026, 1:57 PM","May 5, 2026, 2:32 PM","","Incline Push Ups",,"",2,"normal",,8,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Standing Calf Raise",,"",0,"normal",,12,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Standing Calf Raise",,"",1,"normal",,12,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Standing Calf Raise",,"",2,"normal",,12,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Seated Palms Up Wrist Curl",,"",0,"normal",5,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Seated Palms Up Wrist Curl",,"",1,"normal",5,8,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",5,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",5,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",5,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Dumbbell Row",,"",0,"normal",10,6,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Dumbbell Row",,"",1,"normal",10,6,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Pullover (Dumbbell)",,"",0,"normal",5,14,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",5,4,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Overhead Press (Dumbbell)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Overhead Press (Dumbbell)",,"",1,"normal",10,7,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Shrug (Dumbbell)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Shrug (Dumbbell)",,"",1,"normal",10,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Shrug (Dumbbell)",,"",2,"normal",10,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Bench Dip",,"",0,"normal",,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Bench Dip",,"",1,"normal",,6,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Dead Bug",,"",0,"normal",,8,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Dead Bug",,"",1,"normal",,8,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Plank",,"",0,"normal",,,,19,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Cat-Cow",,"",0,"normal",,10,,,
"Evening workout 🏋️","May 4, 2026, 6:39 PM","May 4, 2026, 7:30 PM","","Cat-Cow",,"",1,"normal",,10,,,
"Evening workout 🏋️","Apr 27, 2026, 7:11 PM","Apr 27, 2026, 8:56 PM","","Cycling",,"",0,"normal",,,6.4,6300,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Squat (Bodyweight)",,"",0,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Squat (Bodyweight)",,"",1,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Squat (Bodyweight)",,"",2,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Incline Push Ups",,"",0,"normal",,5,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Incline Push Ups",,"",1,"normal",,5,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Glute Bridge",,"",0,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Glute Bridge",,"",1,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Dead Bug",,"",0,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Dead Bug",,"",1,"normal",,8,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Plank",,"",0,"normal",,,,33,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Standing Calf Raise",,"",0,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Standing Calf Raise",,"",1,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Standing Calf Raise",,"",2,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Lateral Leg Raises",,"",0,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Lateral Leg Raises",,"",1,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Push Up",,"",0,"normal",,4,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Push Up",,"",1,"normal",,4,,,
"Home - Mon/Thurs/Sat","Apr 25, 2026, 12:19 AM","Apr 25, 2026, 12:40 AM","","Aerobics",,"",0,"normal",,,,1200,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Aerobics",,"",0,"normal",,,,1800,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Band Pullaparts",,"",0,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Band Pullaparts",,"",1,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Band Pullaparts",,"",2,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Bent Over Row (Band)",,"",0,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Bent Over Row (Band)",,"",1,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Bent Over Row (Band)",,"",2,"normal",,12,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Hammer Curl (Band)",,"",0,"normal",,10,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Hammer Curl (Band)",,"",1,"normal",,10,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Plank",,"",0,"normal",,,,34,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Dead Bug",,"",0,"normal",,5,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Dead Bug",,"",1,"normal",,5,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Lying Leg Raise",,"",0,"normal",,8,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Lying Leg Raise",,"",1,"normal",,8,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Cat-Cow",,"",0,"normal",,8,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 23, 2026, 11:25 PM","Apr 23, 2026, 11:59 PM","","Cat-Cow",,"",1,"normal",,8,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Plank",,"",0,"normal",,,,34,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Plank",,"",1,"normal",,,,32,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Lateral Leg Raises",,"",0,"normal",,10,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Lateral Leg Raises",,"",1,"normal",,10,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Lying Leg Raise",,"",0,"normal",,8,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Lying Leg Raise",,"",1,"normal",,8,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Glute Bridge",,"",0,"normal",,12,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Glute Bridge",,"",1,"normal",,12,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Aerobics",,"",0,"normal",,,,1500,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Standing Calf Raise",,"",0,"normal",,12,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Standing Calf Raise",,"",1,"normal",,12,,,
"GYM - Tues | Wed | Thurs","Apr 23, 2026, 1:16 AM","Apr 23, 2026, 1:43 AM","","Standing Calf Raise",,"",2,"normal",,12,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Lat Pulldown (Cable)",,"",0,"normal",40,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Lat Pulldown (Cable)",,"",1,"normal",40,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Lat Pulldown (Cable)",,"",2,"normal",40,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",55,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",55,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",55,10,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Bench Press (Smith Machine)",,"",0,"normal",20,5,,,
"GYM - Tues | Wed | Thurs","Apr 22, 2026, 8:57 PM","Apr 22, 2026, 9:27 PM","","Bench Press (Smith Machine)",,"",1,"normal",20,5,,,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 21, 2026, 6:52 PM","Apr 21, 2026, 7:12 PM","","Aerobics",,"",0,"normal",,,,1200,
"Home - Tues/Fri | Wed (YOUTUBE Pilates)","Apr 20, 2026, 10:37 PM","Apr 20, 2026, 11:17 PM","","Aerobics",,"",0,"normal",,,,2400,
"Evening workout 🏋️","Apr 19, 2026, 8:15 PM","Apr 19, 2026, 8:50 PM","","HIIT",,"",0,"normal",,,,2100,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Squat (Bodyweight)",,"",1,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Squat (Bodyweight)",,"",2,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Bent Over Row (Band)",,"",0,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Bent Over Row (Band)",,"",1,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Bent Over Row (Band)",,"",2,"normal",,10,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Incline Push Ups",,"",0,"normal",,8,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Incline Push Ups",,"",1,"normal",,8,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Incline Push Ups",,"",2,"normal",,5,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Glute Bridge",,"",0,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Glute Bridge",,"",1,"normal",,12,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Heel Taps",,"",0,"normal",,8,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Heel Taps",,"",1,"normal",,8,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Dead Bug",,"",0,"normal",,5,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Dead Bug",,"",1,"normal",,5,,,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Plank",,"",0,"normal",,,,20,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Plank",,"",1,"normal",,,,17,
"Home - Mon/Thurs/Sat","Apr 19, 2026, 2:23 PM","Apr 19, 2026, 2:57 PM","","Stretching",,"",0,"normal",,,,153,
"Morning workout ☀️","Apr 18, 2026, 10:55 PM","Apr 19, 2026, 12:40 AM","","HIIT",,"",0,"normal",,,,6300,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Lat Pulldown (Machine)",,"",0,"normal",55,10,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Lat Pulldown (Machine)",,"",1,"normal",55,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Lat Pulldown (Machine)",,"",2,"normal",55,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Seated Row (Machine)",,"",0,"normal",55,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Seated Row (Machine)",,"",1,"normal",55,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Seated Row (Machine)",,"",2,"normal",55,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Dead Hang",,"",0,"normal",,,,26,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Leg Press (Machine)",,"",0,"normal",70,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Leg Press (Machine)",,"",1,"normal",70,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Leg Press (Machine)",,"",2,"normal",80,8,,,
"Home - Mon/Thurs/Sat","Apr 17, 2026, 9:30 PM","Apr 17, 2026, 9:58 PM","","Leg Press (Machine)",,"",3,"normal",80,8,,,
"Home - Tues/Fri","Apr 15, 2026, 8:47 PM","Apr 15, 2026, 9:17 PM","","Aerobics",,"",0,"normal",,,,1800,
"Home - Tues/Fri","Apr 14, 2026, 10:35 PM","Apr 15, 2026, 12:05 AM","","Aerobics",,"",0,"normal",,,,5400,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Ab Scissors",,"",0,"normal",,10,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Dead Bug",,"",0,"normal",,10,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Dead Bug",,"",1,"normal",,10,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Jackknife Sit Up",,"",0,"normal",,4,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Plank",,"",0,"normal",,,,32,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Plank",,"",1,"normal",,,,37,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Lying Leg Raise",,"",0,"normal",,5,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Lying Knee Raise",,"",0,"normal",,5,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Band Pullaparts",,"",0,"normal",,8,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Band Pullaparts",,"",1,"normal",,8,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Bent Over Row (Band)",,"",0,"normal",,10,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Burn that core / room","Mar 18, 2026, 12:07 AM","Mar 18, 2026, 12:18 AM","","Squat (Bodyweight)",,"",1,"normal",,10,,,
"Late night workout 🌙","Mar 14, 2026, 9:05 PM","Mar 14, 2026, 11:15 PM","","Skating",,"",0,"normal",,,,7800,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Bent Over Row (Band)",,"",0,"normal",,10,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Bent Over Row (Band)",,"",1,"normal",,10,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Jump Rope",,"",0,"normal",,,,300,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Jump Rope",,"",1,"normal",,,,304,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Jump Rope",,"",2,"normal",,,,278,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Jump Rope",,"",3,"normal",,,,33,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Band Pullaparts",,"",0,"normal",,8,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Band Pullaparts",,"",1,"normal",,8,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Deadlift (Band)",,"",0,"normal",,8,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Ab Scissors",,"",0,"normal",,10,,,
"Back - mat","Mar 14, 2026, 7:13 PM","Mar 14, 2026, 7:40 PM","","Ab Scissors",,"",1,"normal",,10,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Superman",,"",0,"normal",,10,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Flutter Kicks",,"",0,"normal",,20,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Dead Bug",,"",0,"normal",,25,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Jackknife Sit Up",,"",0,"normal",,10,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Sit Up",,"",0,"normal",,20,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Plank",,"",0,"normal",,,,30,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Lying Leg Raise",,"",0,"normal",,5,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Glute Kickback on Floor",,"",0,"normal",,20,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Squat (Bodyweight)",,"",0,"normal",,15,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Russian Twist (Bodyweight)",,"",0,"normal",,5,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Standing Calf Raise",,"",0,"normal",,15,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Crunch",,"",0,"normal",,11,,,
"Back - mat","Mar 14, 2026, 12:09 AM","Mar 14, 2026, 12:26 AM","","Incline Push Ups",,"",0,"normal",,10,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Stretching",,"",0,"normal",,,,180,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Jackknife Sit Up",,"",0,"normal",,20,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Jackknife Sit Up",,"",0,"normal",,12,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Dead Bug",,"",0,"normal",,25,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Flutter Kicks",,"",0,"normal",,20,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Lying Knee Raise",,"",0,"normal",,10,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Sit Up",,"",0,"normal",,20,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Mountain Climber",,"",0,"normal",,20,,,
"Evening Workout","Mar 12, 2026, 1:05 PM","Mar 12, 2026, 1:41 PM","","Sumo Squat (Dumbbell)",,"",0,"normal",,10,,,
